smiles,solvent,log_lifetime,source
O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CC(C)=O,4.5,deep4chem
O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CC#N,6.6,deep4chem
O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CO,7.6,deep4chem
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,Cc1ccccc1,2.8,deep4chem
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CCCCOCCCC,0.9,deep4chem
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,Clc1ccccc1,5.4,deep4chem
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CCOCC,1.6,deep4chem
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CCOC(C)=O,3.9,deep4chem
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,N#Cc1ccccc1,7.8,deep4chem
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,O=C1CCCCC1,6.3,deep4chem
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CC(C)O,8.0,deep4chem
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CC(C)=O,7.7,deep4chem
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CC#N,8.4,deep4chem
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CO,7.7,deep4chem
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,Cc1ccccc1,5.6,deep4chem
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CCCCOCCCC,3.7,deep4chem
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,Clc1ccccc1,7.4,deep4chem
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CCOCC,4.9,deep4chem
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CCOC(C)=O,7.3,deep4chem
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,N#Cc1ccccc1,7.0,deep4chem
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,O=C1CCCCC1,7.4,deep4chem
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CC(C)O,7.7,deep4chem
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CC(C)=O,8.5,deep4chem
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CC#N,9.2,deep4chem
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CO,7.4,deep4chem
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Cc1ccccc1,1.4,deep4chem
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCCCOCCCC,0.6,deep4chem
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Clc1ccccc1,6.0,deep4chem
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOCC,0.9,deep4chem
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOC(C)=O,4.1,deep4chem
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,N#Cc1ccccc1,14.1,deep4chem
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,O=C1CCCCC1,7.8,deep4chem
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC(C)O,12.7,deep4chem
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC(C)=O,10.5,deep4chem
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC#N,13.2,deep4chem
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CO,12.6,deep4chem
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Cc1ccccc1,2.8,deep4chem
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCCCOCCCC,1.9,deep4chem
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Clc1ccccc1,5.9,deep4chem
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOCC,2.6,deep4chem
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOC(C)=O,6.6,deep4chem
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,N#Cc1ccccc1,9.8,deep4chem
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,O=C1CCCCC1,8.3,deep4chem
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC(C)O,9.3,deep4chem
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC(C)=O,9.7,deep4chem
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC#N,10.3,deep4chem
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CO,8.3,deep4chem
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Cc1ccccc1,9.2,deep4chem
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCCCOCCCC,9.2,deep4chem
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Clc1ccccc1,8.6,deep4chem
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOCC,9.5,deep4chem
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOC(C)=O,7.1,deep4chem
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,N#Cc1ccccc1,7.5,deep4chem
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,O=C1CCCCC1,7.8,deep4chem
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC(C)O,2.0,deep4chem
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC(C)=O,6.9,deep4chem
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC#N,5.9,deep4chem
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CO,1.5,deep4chem
CC(C)(C)c1ccc2c(c1)c1cc3c4cc(C(C)(C)C)ccc4c4c5c6ccc(C(C)(C)C)cc6c6cc7c8cc(C(C)(C)C)ccc8c8c2c1c(c34)c(c78)c65,CCCCCC,0.61,deep4chem
CC(C)(C)c1ccc2c(c1)c1cc3c4cc(C(C)(C)C)ccc4c4c5c6ccc(C(C)(C)C)cc6c6cc7c8cc(C(C)(C)C)ccc8c8c2c1c(c34)c(c78)c65,Cc1ccccc1,0.606,deep4chem
CC(C)(C)c1ccc2c(c1)c1cc3c4cc(C(C)(C)C)ccc4c4c5c6ccc(C(C)(C)C)cc6c6cc7c8cc(C(C)(C)C)ccc8c8c2c1c(c34)c(c78)c65,CCOCC,0.618,deep4chem
COc1ccc(N(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,1.8936,deep4chem
COc1ccc(N(c2ccccc2)c2ccc(OC)cc2)cc1,Cc1ccccc1,2.2663,deep4chem
COc1ccc(N(c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)cc1,Cc1ccccc1,0.3562,deep4chem
COc1ccc(N(c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)c2ccc(OC)cc2)cc1,Cc1ccccc1,0.2548,deep4chem
COc1ccc(N(c2ccc(/C=C(\C)c3ccccc3)cc2)c2ccc(/C=C(\C)c3ccccc3)cc2)cc1,Cc1ccccc1,1.5,deep4chem
COc1ccc(N(c2ccc(/C=C(\C)c3ccccc3)cc2)c2ccc(OC)cc2)cc1,Cc1ccccc1,2.0,deep4chem
O=c1oc2ccc3ccccc3c2nc1-c1ccccc1,c1ccccc1,2.2,deep4chem
O=c1oc2cc3ccccc3cc2nc1-c1ccccc1,c1ccccc1,1.2,deep4chem
O=c1oc2c(ccc3ccccc32)nc1-c1ccccc1,c1ccccc1,6.0,deep4chem
CC(C)(C)c1cc(-n2c(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc3c2cc(-c2ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc2)n3-c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,ClCCl,0.063,deep4chem
CC(C)(C)c1cc(-c2cc3c(cc(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)n3-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)n2-c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc(C(C)(C)C)c1,ClCCl,1.6,deep4chem
CC(C)(C)c1cc2c3cc(C(C)(C)C)c(-c4cc5cc6c7cccc8cccc(c9cc(C(C)(C)C)cc(c5cc4C(C)(C)C)c96)c87)cc3cc3c4cccc5cccc(c(c1)c23)c54,CC1CCCCC1,3.4,deep4chem
CC(C)(C)c1ccc2cc3c4cccc5cccc(c6cc(C(C)(C)C)cc(c2c1)c63)c54,CC1CCCCC1,3.6,deep4chem
c1ccc(-p2c3ccccc3c3sc4ccccc4c32)cc1,ClCCl,3.57,deep4chem
[BH3-][P+]1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,ClCCl,3.0,deep4chem
O=P1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,ClCCl,11.3,deep4chem
C[P+]1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,ClCCl,14.8,deep4chem
O=S1(=O)c2ccccc2-c2c1c1ccccc1p2-c1ccccc1,ClCCl,11.278,deep4chem
O=P1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,ClCCl,12.9,deep4chem
C[P+]1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,ClCCl,12.763,deep4chem
C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CCCCCC,0.89,deep4chem
C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CCOC(C)=O,1.5,deep4chem
C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,C1COCCO1,1.66,deep4chem
C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CC(C)=O,2.17,deep4chem
C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CC#N,2.22,deep4chem
C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CN(C)C=O,2.62,deep4chem
C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CS(C)=O,3.03,deep4chem
C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CCCCO,0.82,deep4chem
C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CCCO,0.85,deep4chem
C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CCO,1.0,deep4chem
C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CO,1.1,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,C1CCCCC1,4.0,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,Cc1ccccc1,4.3,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,COc1ccccc1,4.8,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,ClC(Cl)Cl,5.9,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,CCOC(C)=O,5.4,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,ClCCl,5.8,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,ClCCCl,5.4,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,CN(C)C=O,1.0,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(C#CC#Cc3ccc(C#Cc4ccc(OCCCCCC)c(OCCCCCC)c4)c4nsnc34)c3nsnc23)cc1OCCCCCC,Cc1ccccc1,1.9,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(C#CC#Cc3ccc(C#Cc4ccc(OCCCCCC)c(OCCCCCC)c4)c4nsnc34)c3nsnc23)cc1OCCCCCC,COc1ccccc1,2.2,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(C#CC#Cc3ccc(C#Cc4ccc(OCCCCCC)c(OCCCCCC)c4)c4nsnc34)c3nsnc23)cc1OCCCCCC,ClC(Cl)Cl,2.6,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(C#CC#Cc3ccc(C#Cc4ccc(OCCCCCC)c(OCCCCCC)c4)c4nsnc34)c3nsnc23)cc1OCCCCCC,ClCCl,2.5,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(C#CC#Cc3ccc(C#Cc4ccc(OCCCCCC)c(OCCCCCC)c4)c4nsnc34)c3nsnc23)cc1OCCCCCC,ClCCCl,2.0,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(C#CC#Cc3ccc(C#Cc4ccc(OCCCCCC)c(OCCCCCC)c4)c4nsnc34)c3nsnc23)cc1OCCCCCC,CN(C)C=O,0.5,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OCCCCCC)c(OCCCCCC)c5)s4)c4nsnc34)s2)cc1OCCCCCC,C1CCCCC1,4.4,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OCCCCCC)c(OCCCCCC)c5)s4)c4nsnc34)s2)cc1OCCCCCC,Cc1ccccc1,4.5,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OCCCCCC)c(OCCCCCC)c5)s4)c4nsnc34)s2)cc1OCCCCCC,COc1ccccc1,4.5,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OCCCCCC)c(OCCCCCC)c5)s4)c4nsnc34)s2)cc1OCCCCCC,ClC(Cl)Cl,4.9,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OCCCCCC)c(OCCCCCC)c5)s4)c4nsnc34)s2)cc1OCCCCCC,CCOC(C)=O,5.0,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OCCCCCC)c(OCCCCCC)c5)s4)c4nsnc34)s2)cc1OCCCCCC,ClCCl,4.8,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OCCCCCC)c(OCCCCCC)c5)s4)c4nsnc34)s2)cc1OCCCCCC,ClCCCl,4.7,deep4chem
CCCCCCOc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OCCCCCC)c(OCCCCCC)c5)s4)c4nsnc34)s2)cc1OCCCCCC,CN(C)C=O,3.7,deep4chem
CCCCC(CC)Cn1c2cc(-n3c4ccccc4c4ccccc43)ccc2c2ccc(-n3c4ccccc4c4ccccc43)cc21,C1CCOC1,2.9,deep4chem
CCCCC(CC)Cn1c2ccccc2c2ccc(-n3c4ccccc4c4ccccc43)cc21,C1CCOC1,6.9,deep4chem
CCn1c2ccccc2c2ccc(-n3c4ccccc4c4ccccc43)cc21,C1CCOC1,6.9,deep4chem
CCCCC(CC)Cn1c2ccccc2c2ccc(-c3ccc4c5ccccc5n(CC(CC)CCCC)c4c3)cc21,C1CCOC1,5.5,deep4chem
CCCCC(CC)Cn1c2ccc(-n3c4ccccc4c4ccccc43)cc2c2cc(-n3c4ccccc4c4ccccc43)ccc21,C1CCOC1,4.9,deep4chem
CN(C)CCCN1c2ccccc2CCc2ccccc21,O,1.12,deep4chem
CNCCCN1c2ccccc2CCc2ccccc21,O,0.7,deep4chem
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,O,0.18,deep4chem
CNCCCC1c2ccccc2C=Cc2ccccc21,O,2.56,deep4chem
c1ccc2c(c1)CCc1ccccc1N2,CO,3.68,deep4chem
CN1c2ccccc2CCc2ccccc21,CO,0.81,deep4chem
CN(C)CCCN1c2ccccc2CCc2ccccc21,CO,0.54,deep4chem
CNCCCN1c2ccccc2CCc2ccccc21,CO,0.32,deep4chem
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CO,0.19,deep4chem
CC(C)CCCN1c2ccccc2CCc2ccccc21,CO,0.86,deep4chem
CNCCCC1c2ccccc2C=Cc2ccccc21,CO,2.38,deep4chem
c1ccc2c(c1)CCc1ccccc1N2,CC#N,3.7,deep4chem
CN1c2ccccc2CCc2ccccc21,CC#N,0.63,deep4chem
CN(C)CCCN1c2ccccc2CCc2ccccc21,CC#N,0.85,deep4chem
CNCCCN1c2ccccc2CCc2ccccc21,CC#N,0.45,deep4chem
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CC#N,0.22,deep4chem
CC(C)CCCN1c2ccccc2CCc2ccccc21,CC#N,0.89,deep4chem
C1=Cc2ccccc2Cc2ccccc21,CC#N,3.72,deep4chem
CNCCCC1c2ccccc2C=Cc2ccccc21,CC#N,2.41,deep4chem
c1ccc2c(c1)CCc1ccccc1N2,CCCCCC,1.99,deep4chem
Cc1ccc(-n2c(-c3ccc(C(F)(F)F)cc3)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,CCCCCC,2.932,deep4chem
Cc1ccc(-n2c(-c3ccc(C(F)(F)F)cc3)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,ClCCl,2.16,deep4chem
Cc1ccc(-n2c(-c3ccc(C(F)(F)F)cc3)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,C1CCOC1,3.016,deep4chem
Cc1ccc(-n2c(-c3ccc(C(F)(F)F)cc3)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,CS(C)=O,2.296,deep4chem
Cc1ccc(-n2c(-c3ccc(C(F)(F)F)cc3)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,CC(C)O,1.814,deep4chem
Cc1ccc(-n2c(-c3ccc(C(F)(F)F)cc3)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,CO,1.517,deep4chem
Cc1ccc(-n2c(-c3ccccc3O)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,ClC(Cl)Cl,1.2,deep4chem
Cc1ccc(-n2c(-c3ccccc3O)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,ClCCl,1.4,deep4chem
Cc1ccc(-n2c(-c3ccccc3O)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,C1CCOC1,3.1,deep4chem
Cc1ccc(-n2c(-c3ccccc3O)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,CS(C)=O,3.7,deep4chem
Cc1ccc(-n2c(-c3ccccc3O)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,CC(C)O,3.5,deep4chem
Cc1ccc(-n2c(-c3ccccc3O)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,CO,2.9,deep4chem
COc1ccc(-c2nc(-c3ccccc3O)c(-c3ccccc3O)n2-c2ccc(C)cc2)cc1,ClC(Cl)Cl,1.78,deep4chem
COc1ccc(-c2nc(-c3ccccc3O)c(-c3ccccc3O)n2-c2ccc(C)cc2)cc1,ClCCl,2.56,deep4chem
COc1ccc(-c2nc(-c3ccccc3O)c(-c3ccccc3O)n2-c2ccc(C)cc2)cc1,C1CCOC1,2.514,deep4chem
COc1ccc(-c2nc(-c3ccccc3O)c(-c3ccccc3O)n2-c2ccc(C)cc2)cc1,CS(C)=O,1.6,deep4chem
COc1ccccc1-c1c(-c2ccccc2O)nc(-c2ccc(C(F)(F)F)cc2)n1-c1ccc(C)cc1,ClC(Cl)Cl,0.96,deep4chem
COc1ccccc1-c1c(-c2ccccc2O)nc(-c2ccc(C(F)(F)F)cc2)n1-c1ccc(C)cc1,ClCCl,3.82,deep4chem
COc1ccccc1-c1c(-c2ccccc2O)nc(-c2ccc(C(F)(F)F)cc2)n1-c1ccc(C)cc1,C1CCOC1,2.82,deep4chem
COc1ccccc1-c1c(-c2ccccc2O)nc(-c2ccc(C(F)(F)F)cc2)n1-c1ccc(C)cc1,CS(C)=O,2.2,deep4chem
COc1ccccc1-c1c(-c2ccccc2O)nc(-c2ccc(C(F)(F)F)cc2)n1-c1ccc(C)cc1,CC(C)O,1.8,deep4chem
COc1ccccc1-c1c(-c2ccccc2O)nc(-c2ccc(C(F)(F)F)cc2)n1-c1ccc(C)cc1,CO,1.5,deep4chem
COc1ccccc1-c1nc(-c2ccc(C(F)(F)F)cc2)n(-c2ccc(C)cc2)c1-c1ccccc1OC,CCCCCC,4.365,deep4chem
COc1ccccc1-c1nc(-c2ccc(C(F)(F)F)cc2)n(-c2ccc(C)cc2)c1-c1ccccc1OC,ClCCl,2.785,deep4chem
COc1ccccc1-c1nc(-c2ccc(C(F)(F)F)cc2)n(-c2ccc(C)cc2)c1-c1ccccc1OC,CS(C)=O,1.645,deep4chem
COc1ccccc1-c1nc(-c2ccc(C(F)(F)F)cc2)n(-c2ccc(C)cc2)c1-c1ccccc1OC,CC(C)O,4.3,deep4chem
COc1ccccc1-c1nc(-c2ccc(C(F)(F)F)cc2)n(-c2ccc(C)cc2)c1-c1ccccc1OC,CO,4.4,deep4chem
c1ccc(-c2nc3c(ccc4[nH]ccc43)o2)cc1,C1CCCCC1,1.69,deep4chem
c1ccc(-c2nc3c(ccc4[nH]ccc43)o2)cc1,Cc1ccccc1,1.91,deep4chem
c1ccc(-c2nc3c(ccc4[nH]ccc43)o2)cc1,C1COCCO1,2.51,deep4chem
c1ccc(-c2nc3c(ccc4[nH]ccc43)o2)cc1,CC#N,3.29,deep4chem
c1ccc(-c2nc3c(ccc4[nH]ccc43)o2)cc1,CO,4.06,deep4chem
c1ccc(-c2nc3c(ccc4[nH]ccc43)o2)cc1,O,5.71,deep4chem
CCCCCCn1c2cc(/C=C/c3ccccc3)ccc2c2ccc(/C=C/c3ccccc3)cc21,ClC(Cl)Cl,1.54,deep4chem
CCCCCCn1c2cc(/C=C(\C#N)c3ccccc3)ccc2c2ccc(/C=C(\C#N)c3ccccc3)cc21,ClC(Cl)Cl,0.58,deep4chem
CCCCCCn1c2cc(/C=C/c3cccs3)ccc2c2ccc(/C=C/c3cccs3)cc21,ClC(Cl)Cl,1.04,deep4chem
CCCCCCn1c2cc(/C=C(\C#N)c3cccs3)ccc2c2ccc(/C=C(\C#N)c3cccs3)cc21,ClC(Cl)Cl,0.56,deep4chem
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,CCCCCC,9.5,deep4chem
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,C1CCCCC1,10.5,deep4chem
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,ClC(Cl)(Cl)Cl,8.7,deep4chem
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,Cc1ccccc1,9.2,deep4chem
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,CCOCC,9.6,deep4chem
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,CC(C)=O,7.8,deep4chem
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,ClC(Cl)Cl,6.7,deep4chem
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,CC#N,7.5,deep4chem
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,CS(C)=O,7.7,deep4chem
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,CCO,6.5,deep4chem
C(#Cc1ccccc1C#Cc1ccccc1)c1ccccc1,CC#N,1.467,deep4chem
Fc1nc(F)c(F)c(C#Cc2ccccc2C#Cc2c(F)c(F)nc(F)c2F)c1F,CC#N,1.812,deep4chem
Fc1nc(F)c(F)c(C#Cc2cc3c(cc2C#Cc2c(F)c(F)nc(F)c2F)OC2(CCCCC2)O3)c1F,CC#N,5.3,deep4chem
Fc1nc(F)c(F)c(/C=C2/C(c3c(F)c(F)nc(F)c3F)=Cc3ccccc32)c1F,CC#N,0.299821,deep4chem
N#Cc1cc(C#Cc2c(F)c(F)nc(F)c2F)c(C#Cc2c(F)c(F)nc(F)c2F)cc1C#N,CC#N,3.92,deep4chem
COc1ccc(C#Cc2ccccc2C#Cc2ccc(OC)cc2)cc1,CC#N,2.143,deep4chem
COc1cc(C#Cc2ccccc2)c(C#Cc2ccccc2)cc1OC,CC#N,2.095,deep4chem
C(#Cc1nccnc1C#Cc1ccccc1)c1ccccc1,CC#N,0.336402,deep4chem
Fc1nc(F)c(F)c(C#Cc2nccnc2C#Cc2c(F)c(F)nc(F)c2F)c1F,CC#N,0.637102,deep4chem
c1ccc(N(c2ccccc2)c2c3ccccc3cc3ccccc23)cc1,Cc1ccccc1,21.0,deep4chem
c1ccc2c(c1)CCc1ccccc1N2c1c2ccccc2cc2ccccc12,Cc1ccccc1,41.0,deep4chem
c1ccc(N(c2ccccc2)c2c3ccccc3c(N(c3ccccc3)c3ccccc3)c3ccccc23)cc1,Cc1ccccc1,13.0,deep4chem
c1ccc2c(c1)CCc1ccccc1N2c1c2ccccc2c(N2c3ccccc3CCc3ccccc32)c2ccccc12,Cc1ccccc1,34.0,deep4chem
C[Si]1(C)c2ccccc2-c2ccccc21,ClCCl,0.15,deep4chem
C[Si]1(C)c2cc(-c3ccccc3)ccc2C=Cc2ccc(-c3ccccc3)cc21,ClCCl,1.6,deep4chem
COc1ccc(-c2ccc3c(c2)[Si](C)(C)c2cc(-c4ccc(OC)cc4)ccc2C=C3)cc1,ClCCl,1.4,deep4chem
