smiles,solvent,abs_peakwavs_max,abs_bandwidth,abs_molar_ext_coeff,emi_peakwavs_max,emi_bandwidth,quantum_yield,log_lifetime,source
F[B-]1(F)OC(c2ccc(C(F)(F)F)cc2)=Cc2cc(Cl)nc[n+]21,C1CCOC1,371.0,55.0,4.489958479,428.0,67.7,0.01,0.13,deep4chem
CN(C)c1ccc(C2=Cc3cc(Cl)nc[n+]3[B-](F)(F)O2)cc1,CCCCCC,444.0,39.9,4.868644438,456.0,37.5,0.82,1.9,deep4chem
CN(C)c1ccc(C2=Cc3cc(Cl)nc[n+]3[B-](F)(F)O2)cc1,Cc1ccccc1,453.0,48.1,4.838219222,494.0,45.1,0.41,2.3,deep4chem
CN(C)c1ccc(C2=Cc3cc(Cl)nc[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,460.0,52.6,4.828015064,512.0,53.8,0.82,2.5,deep4chem
CN(C)c1ccc(C2=Cc3cc(Cl)nc[n+]3[B-](F)(F)O2)cc1,C1CCOC1,451.0,56.0,4.811575006,532.0,71.1,0.6,2.6,deep4chem
CN(C)c1ccc(C2=Cc3cc(Cl)nc[n+]3[B-](F)(F)O2)cc1,ClCCl,459.0,54.5,4.850033258,529.0,64.3,0.78,2.8,deep4chem
CN(C)c1ccc(C2=Cc3cc(Cl)nc[n+]3[B-](F)(F)O2)cc1,CC#N,452.0,60.5,4.804820679,565.0,112.4,0.03,0.3,deep4chem
F[B-]1(F)OC(c2ccccc2)=Cc2cc3[n+](c[n+]21)[B-](F)(F)OC(c1ccccc1)=C3,ClCCl,475.0,51.7,5.030599722,490.0,37.0,0.55,1.4,deep4chem
Nc1ccccc1/C=C/C(F)(F)F,C1CCOC1,347.0,56.0,3.711807229,427.0,58.0,0.77,7.32,deep4chem
CC[n+]1nc2cc3c(cc2c2cc(C)ccc21)N(C)CCC3,O,487.0,72.5,4.336459734,544.0,71.1,0.54,4.3,deep4chem
CC[n+]1nc2cc3c4c(c2c2cc(C)ccc21)CCCN4CCC3,O,500.0,80.9,4.729974286,571.0,78.5,0.27,4.2,deep4chem
CC[n+]1nc2cc3c4c(c2c2ccccc21)CCCN4CCC3,O,493.0,80.9,4.716837723,570.0,81.8,0.25,3.6,deep4chem
CC[n+]1nc2cc3c4c(c2c2cc(F)ccc21)CCCN4CCC3,O,494.0,80.9,4.589949601,564.0,73.0,0.34,4.4,deep4chem
F[B-]12OC(c3ccccc3)=Nc3cccc([n+]31)N=C(c1ccccc1)O2,ClCCl,394.0,61.8,4.447158031,456.0,61.6,0.2,1.3,deep4chem
Cc1ccc(C2=Nc3cccc4[n+]3[B-](F)(O2)OC(c2ccc(C)cc2)=N4)cc1,ClCCl,394.0,62.4,4.635483747,457.0,70.6,0.3,1.6,deep4chem
COc1ccc(C2=Nc3cccc4[n+]3[B-](F)(O2)OC(c2ccc(OC)cc2)=N4)cc1,ClCCl,399.0,58.1,4.854306042,460.0,67.4,0.39,1.8,deep4chem
c1ccc(C2=Nc3cccc4[n+]3[B-](c3ccccc3)(N2)NC(c2ccccc2)=N4)cc1,ClCCl,440.0,64.2,4.243038049,513.0,75.1,0.13,2.5,deep4chem
Cc1ccc(C2=Nc3cccc4[n+]3[B-](c3ccccc3)(N2)NC(c2ccc(C)cc2)=N4)cc1,ClCCl,435.0,62.8,4.271841607,508.0,47.3,0.21,2.6,deep4chem
c1ccc([B-]23NC(C4CCCCC4)=Nc4cccc([n+]42)N=C(C2CCCCC2)N3)cc1,ClCCl,416.0,49.0,4.346352974,456.0,75.6,0.1,4.6,deep4chem
CCCCCCCCCCCCCCCCCCOc1ccc([B-]23NC(c4ccccc4)=Nc4cccc([n+]42)N=C(c2ccccc2)N3)cc1,ClCCl,431.0,63.2,4.322219295,511.0,75.1,0.14,2.2,deep4chem
c1cc2ccc3cc4[nH]ccc4c4ccc(c1)c2c34,CCOC(C)=O,384.0,34.9,4.571708832,398.0,45.5,0.95,2.8,deep4chem
O=C1/C(=C2\Nc3cc4ccc5cccc6ccc(c3C2=O)c4c56)Nc2cc3ccc4cccc5ccc(c21)c3c45,C1CCOC1,687.0,83.2,4.047274867,707.0,43.8,0.0076,0.42,deep4chem
Clc1cnc2nn3ccccc3c2n1,C1CCOC1,404.0,62.5,3.606918526,448.0,57.0,0.38,6.2,deep4chem
Cc1ccc(-c2cnc3nn4ccccc4c3n2)cc1,C1CCOC1,400.0,60.0,3.994537104,450.0,47.9,0.26,5.2,deep4chem
CC(=O)c1ccc(-c2cnc3nn4ccccc4c3n2)cc1,C1CCOC1,400.0,60.5,4.174931594,455.0,48.5,0.5,5.1,deep4chem
CC1(C)CC(/C=C/c2ccc(-n3cccn3)cc2)=CC(=C(C#N)C#N)C1,CCO,404.0,78.9,5.46686762,532.0,95.4,0.0001,0.05,deep4chem
CC1(C)CC(/C=C/c2ccc(N3CCOCCOCCOCCOCC3)cc2)=CC(=C(C#N)C#N)C1,CCO,504.0,109.6,5.526339277,641.0,71.1,0.111,0.79,deep4chem
C#CCn1c2ccccc2c2cc(/C=C/c3cc(C)c4n3[B-](F)(F)[N+]3=C(C)C=C(C)C3=C4c3ccc(I)cc3)ccc21,ClC(Cl)Cl,588.0,33.2,5.094121596,607.0,36.5,0.66,3.93,deep4chem
C#CCn1c2ccccc2c2cc(/C=C/c3cc(C)c4n3[B-](F)(F)[N+]3=C(C)C=C(C)C3=C4c3ccc(I)cc3)ccc21,CC#N,579.0,32.5,5.082066934,605.0,52.1,0.77,4.03,deep4chem
C#CCn1c2ccccc2c2cc(/C=C/c3cc(C)c4n3[B-](F)(F)[N+]3=C(C)C=C(C)C3=C4c3ccc(I)cc3)ccc21,CS(C)=O,589.0,36.1,5.043755127,614.0,56.2,0.72,3.64,deep4chem
C#CCn1c2ccccc2c2cc(/C=C/c3c(Cl)c(C)c4n3[B-](F)(F)[N+]3=C(C)C(Cl)=C(C)C3=C4c3ccc(I)cc3)ccc21,ClC(Cl)Cl,619.0,39.2,4.967547976,644.0,45.3,0.62,4.24,deep4chem
C#CCn1c2ccccc2c2cc(/C=C/c3c(Cl)c(C)c4n3[B-](F)(F)[N+]3=C(C)C(Cl)=C(C)C3=C4c3ccc(I)cc3)ccc21,CC#N,606.0,48.1,4.96425963,650.0,73.9,0.43,3.95,deep4chem
C#CCn1c2ccccc2c2cc(/C=C/c3c(Cl)c(C)c4n3[B-](F)(F)[N+]3=C(C)C(Cl)=C(C)C3=C4c3ccc(I)cc3)ccc21,CS(C)=O,616.0,55.6,4.891537458,666.0,80.0,0.33,3.06,deep4chem
C#CCn1c2ccccc2c2cc(/C=C/C3=[N+]4C(=C(c5ccc(I)cc5)c5c(C)cc(/C=C/c6ccc7c(c6)c6ccccc6n7CC#C)n5[B-]4(F)F)C(C)=C3)ccc21,ClC(Cl)Cl,674.0,38.5,5.02489596,691.0,41.4,0.99,4.0,deep4chem
C#CCn1c2ccccc2c2cc(/C=C/C3=[N+]4C(=C(c5ccc(I)cc5)c5c(C)cc(/C=C/c6ccc7c(c6)c6ccccc6n7CC#C)n5[B-]4(F)F)C(C)=C3)ccc21,CC#N,665.0,43.4,4.998259338,688.0,47.2,0.96,4.14,deep4chem
C#CCn1c2ccccc2c2cc(/C=C/C3=[N+]4C(=C(c5ccc(I)cc5)c5c(C)cc(/C=C/c6ccc7c(c6)c6ccccc6n7CC#C)n5[B-]4(F)F)C(C)=C3)ccc21,CS(C)=O,678.0,47.2,4.977266212,703.0,49.0,0.97,3.61,deep4chem
C#CCn1c2ccccc2c2cc(/C=C/C3=[N+]4C(=C(c5ccc(I)cc5)c5c(C)c(Cl)c(/C=C/c6ccc7c(c6)c6ccccc6n7CC#C)n5[B-]4(F)F)C(C)=C3Cl)ccc21,ClC(Cl)Cl,703.0,54.0,4.935003151,730.0,49.1,0.55,3.97,deep4chem
C#CCn1c2ccccc2c2cc(/C=C/C3=[N+]4C(=C(c5ccc(I)cc5)c5c(C)c(Cl)c(/C=C/c6ccc7c(c6)c6ccccc6n7CC#C)n5[B-]4(F)F)C(C)=C3Cl)ccc21,CC#N,694.0,65.7,4.836324116,731.0,63.9,0.5,3.94,deep4chem
C#CCn1c2ccccc2c2cc(/C=C/C3=[N+]4C(=C(c5ccc(I)cc5)c5c(C)c(Cl)c(/C=C/c6ccc7c(c6)c6ccccc6n7CC#C)n5[B-]4(F)F)C(C)=C3Cl)ccc21,CS(C)=O,705.0,81.3,4.836956737,749.0,68.9,0.32,3.05,deep4chem
CCN(CC)c1ccc(-c2nc3c(nc2-c2ccc(B(c4c(C)cc(C)cc4C)c4c(C)cc(C)cc4C)cc2)c2ccccc2n3C)cc1,C1CCOC1,405.0,69.0,4.434568904,528.0,97.2,0.21,2.33,deep4chem
COc1ccc(C2=c3sc(-c4ccc(OC)cc4)cc3=[N+]3C2=Nc2c(-c4ccc(OC)cc4)c4sc(-c5ccc(OC)cc5)cc4n2[B-]3(F)F)cc1,ClC(Cl)Cl,788.0,45.0,5.230448921,814.0,40.0,0.1,1.69,deep4chem
CC(C)(C)c1ccc(C2=c3sc(-c4ccc(C(C)(C)C)cc4)cc3=[N+]3C2=Nc2c(-c4ccc(C(C)(C)C)cc4)c4sc(-c5ccc(C(C)(C)C)cc5)cc4n2[B-]3(F)F)cc1,ClC(Cl)Cl,767.0,42.0,5.350054094,793.0,48.0,0.12,1.69,deep4chem
COc1ccc(C2=c3sc(-c4ccc(OC)cc4)c(-c4ccc(OC)cc4)c3=[N+]3C2=Nc2c(-c4ccc(OC)cc4)c4sc(-c5ccc(OC)cc5)c(-c5ccc(OC)cc5)c4n2[B-]3(F)F)cc1,ClC(Cl)Cl,784.0,57.0,5.260071388,816.0,40.0,0.04,1.53,deep4chem
CC(C)(C)c1ccc(C2=c3sc(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)c3=[N+]3C2=Nc2c(-c4ccc(C(C)(C)C)cc4)c4sc(-c5ccc(C(C)(C)C)cc5)c(-c5ccc(C(C)(C)C)cc5)c4n2[B-]3(F)F)cc1,ClC(Cl)Cl,767.0,59.0,5.159867847,807.0,53.0,0.05,1.18,deep4chem
