"SMI","lambda1 (sTDA, nm)","F1 (sTDA)","lamda1  (TD-DFT, nm)","F1 (TD-DFT)","lambda_max (Exp,  nm)","extinction (Lmol-1cm-1)","solvent"
C1(C)c2cc3nc([nH]c3cc2c2c1cc1nc([nH]c1c2)c1ccc(cc1)F)c1ccc(cc1)F,326.9,1.971021889,NaN,NaN,370,NaN,NaN
CC1(C)c2ccccc2N(c2c1cccc2)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)N1c2ccccc2C(c2c1cccc2)(C)C,382.3,0.018076624,NaN,NaN,482,NaN,NaN
C(CC1(CC(C)CC)c2cc(ccc2c2c1cccc2)c1ccc2c(c1)C(CC(C)CC)(CC(C)CC)c1c2cccc1)CC,296.2,1.323633132,NaN,NaN,320,NaN,NaN
O=Cc1ccc(cc1)C=C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C,333.9,0.895211178,NaN,NaN,271,NaN,NaN
C1(C)c2cc(ccc2c2c1cccc2)C1=C(c2ccc3c(c2)C(C)(C)c2c3cccc2)C(C(C1(F)F)(F)F)(F)F,298.3,0.417827683,NaN,NaN,335,NaN,NaN
Oc1ccccc1C=Nc1cccc2c1nc(cc2)c1nc2c([nH]1)cccc2,333.9,0.362451087,NaN,NaN,160,NaN,NaN
C#Cc1ccnc(c1)c1cc(cc(c1)c1nccc(c1)C#C)c1nccc(c1)C#C,272,0.003964854,NaN,NaN,284,59600,propylene carbonate
COc1ccc(cc1)n1nc(c(n1)N1CCOCC1)C#N,286.8,0.659122105,NaN,NaN,325,NaN,NaN
Cc1cc(C(c2ccccc2)c2ccccc2)c(c(c1)c1nc2c([nH]1)cccc2)O,292.4,0.68491755,NaN,NaN,224,NaN,NaN
Nc1ccc(cc1)c1ccc(n1c1ccc(cc1)C(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccc(cc1)N,271.8,0.71688327,NaN,NaN,307,NaN,NaN
COC1OC(=O)C(=C1NCc1ccc(cc1)C)Br,237.3,0.132207238,NaN,NaN,275,NaN,NaN
COc1cc(C=CC(=O)c2nnn(c2C)c2ccnc3c2ccc(c3)Cl)cc(c1OC)OC,319.2,0.003156601,NaN,NaN,235,NaN,methanol
CC(n1cc(n(c1=S)C)P(=O)(c1ccccc1)c1ccccc1)C,249.4,0.165698589,NaN,NaN,273,NaN,NaN
Cc1ccc(cc1)OCCN1CCCn2c1nc1c2c(=O)n(c(=O)n1C)C,253.1,0.361112748,NaN,NaN,297.5,NaN,NaN
COc1ccc2c(c1)n(C)c1c2c(OC)c2c(c1OC)cccc2,337.6,0.111722819,NaN,NaN,342,NaN,CH 2 Cl
CCCSc1ccc2c(c1)[nH]c(n2)NC(=O)OC,257.5,0.271918494,NaN,NaN,295,NaN,NaN
COC(=O)[C@@H]([C@@H](C=C(c1ccccc1)O[Si](C(C)(C)C)(c1ccccc1)c1ccccc1)C)c1ccc(cc1)C(F)(F)F,239.4,0.094526478,NaN,NaN,NaN,NaN,NaN
c1ccc(cc1)c1nc2c(nc1c1ccccc1)c(ccc2c1ccc2c3c1ccc1c3c(cc2)ccc1)c1ccc2c3c1ccc1c3c(cc2)ccc1,346.5,0.880428935,NaN,NaN,281,74131.02413,DMSO
O[C@H]1C[C@@H](O[C@@H]1COP(=O)(O)O)n1cnc2c1ncnc2N,242.3,0.216281768,NaN,NaN,556,NaN,NaN
O=C(c1ccccc1)On1c(=O)c2cccc3c2c(c1=S)ccc3,405.5,0.000880654,NaN,NaN,491,NaN,NaN
Cc1sc(c(c1C#N)C#N)c1ccc(s1)c1sc(c(c1C#N)C#N)C,331.6,0.929568591,NaN,NaN,392,NaN,NaN
[O-][N+](=O)c1ccc(cc1)[N+](=O)[O-],321.7,1.00E-09,NaN,NaN,490,NaN,NaN
Fc1ccc(cc1)c1c([nH]c2c1cccc2)c1ccc(cc1)S(=O)(=O)N,300.3,0.530848618,NaN,NaN,253,NaN,NaN
CC1(C)C2CN2c2c1c1ccccc1cc2,296.5,0.060846226,NaN,NaN,308,NaN,NaN
C#Cc1cc(C#C)c2c3c1ccc1c3c(cc2)c(cc1C#C)C(=O)c1ccccc1,379.4,0.807199007,NaN,NaN,252,NaN,NaN
COc1ccc(cc1)c1cc(n(n1)Cc1ccc(cc1)C(C)(C)C)c1nnc(o1)c1ccc(cc1)C,279.2,1.188397295,NaN,NaN,281,NaN,dichloromethane
O=C(NC12CC3CC(C1)CC(C2)(C3)NC(=O)Nc1cccc2c1cccc2)Nc1cccc2c1cccc2,304.4,0.162167785,NaN,NaN,327,NaN,DMSO
c1ccc(cc1)c1nc(n2c1cccc2)c1c2ccccc2cc2c1cccc2,367,0.270374304,NaN,NaN,577,17090,HCl
C1=c2ccc(=c3ccc(=CC=c4[nH]c(=c5[nH]c(=C1)cc5)cc4)[nH]3)[nH]2,1826,1.00E-09,NaN,NaN,NaN,NaN,NaN
COc1ccc(cc1)CNc1ncnc2c1nc(n2Cc1ccccc1)C=Cc1ccc(cc1)C#N,332.5,1.368279494,NaN,NaN,369,NaN,NaN
Cc1sc(c(c1)c1c(c2cc(sc2C)C)c2cc(ccc2c2c1cc(cc2)C(=O)O)C(=O)O)C,316.2,0.062980422,NaN,NaN,405.4,NaN,NaN
CCOC(=O)C1=C(c2ccccc2)N(C(=O)C1=Cc1ccc(cc1)C=Cc1ccccc1)C,372.8,1.310269615,NaN,NaN,429,25300,NaN
Cc1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)[N+](=O)[O-])C=C3)c1ccc(cc1)C)[nH]2)c1ccc(cc1)C,640,0.011479659,NaN,NaN,416,169824.3652,CH 2 Cl 2
c1ccc(cc1)[Si](c1ccccc1)(c1ccccc1)c1ccc(cc1)c1ccc(cc1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,259,0.738083621,NaN,NaN,272,NaN,NaN
COc1ccc(cc1)N1c2ccc(cc2Oc2c1cccc2)c1ccc(o1)C=C(C(=O)O)C#N,393.4,0.825578002,NaN,NaN,508,NaN,NaN
N#Cc1nc2c(nc1C#N)c(c(n2CC)C)C(=O)C,304.2,0.076949223,NaN,NaN,326,NaN,NaN
CCN(c1ccc2c(c1)oc(=O)c1c2O[B-](F)(F)[N+](=N1)c1ccc(cc1)OC)CC,381.3,1.491617101,NaN,NaN,546,NaN,DMF
Nc1ccc(cc1)c1nnc(o1)c1ccc(cc1)N,291.2,1.154984482,295.4185065,1.141282525,288,NaN,NaN
OC(=O)[C@@H](NCc1c(cnc(c1O)C)COP(=O)(O)O)C,246.2,0.121058889,NaN,NaN,NaN,NaN,NaN
Oc1ccccc1c1[nH]c2c(n1)c1c(=O)[nH][nH]c(=O)c1cc2,302.5,0.62827869,NaN,NaN,469,NaN,NaN
COC(=O)c1ccc(nc1)c1ccc(cn1)c1ccc(cc1)C,287.2,1.142524082,NaN,NaN,339,NaN,NaN
n1csc(n1)N=Nc1ccc(s1)c1cccs1,471.7,0.000984727,NaN,NaN,494,NaN,DMSO
O=P(c1ccc(s1)c1ccc(cc1)n1c2ccccc2c2c1cccc2)(c1ccccc1)c1ccccc1,289.1,0.944418813,NaN,NaN,319,NaN,NaN
COc1c(OC)c2sc1C(=C1C=CC(=N1)C(=c1ccc(=C(C3=NC(=C2c2ccccc2)C=C3)c2ccccc2)[nH]1)c1ccccc1)c1ccccc1,637.6,0.016695481,NaN,NaN,680,199526.2315,NaN
[O-][N+](=O)c1ccc(c(c1)Cl)C,314.7,3.70E-08,NaN,NaN,100,NaN,NaN
OCc1cc(C)cc(c1O)C=NNc1cccc2c1cccc2,326.5,0.731027467,NaN,NaN,398,NaN,NaN
Cc1nc2n(c1N=Nc1ccc(cc1)C(=O)C)nc(c1c2c(c2ccccc2)n(n1)c1ccccc1)C,438.1,0.001271537,NaN,NaN,425,NaN,NaN
Cc1cccc(n1)c1nc2c([nH]1)c1ccccc1c1c2cccc1,305.8,0.490435023,NaN,NaN,367,NaN,NaN
Cc1ccc2c(c1)[nH]c(n2)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)c1nc2c([nH]1)cc(cc2)C,309.8,2.79535885,NaN,NaN,351,NaN,NaN
Oc1cc2[nH]c3c(c2cc1Cl)cccc3,281.8,0.036733119,NaN,NaN,352,NaN,NaN
Brc1cccc(c1)N=Nc1ccc(c(c1)C=Nc1ccccc1O)O,436,0.00088704,NaN,NaN,487,NaN,NaN
ClCCN(c1ccc2c(c1)oc(=O)c(c2)C(=O)OCC)CCCl,308.2,0.790962794,NaN,NaN,402,NaN,NaN
Fc1ccc2c(c1)c(CCCOP(=O)(O)O)c[nH]2,269.2,0.082867038,NaN,NaN,NaN,NaN,NaN
OCCC#Cc1c(CCO)oc(=O)c2c1ccs2,282.8,0.173730533,NaN,NaN,NaN,NaN,NaN
CCOc1ccc(cc1)N(c1ccc(cc1)OCC)c1ccc(cc1)C(n1cccn1)n1cccn1,301,0.062454228,NaN,NaN,300,28700,Dimethylformamide
O=C1c2cccnc2c2c1cccn2,349.9,3.20E-08,NaN,NaN,303,NaN,NaN
O=c1nc(N)n(c2c1n(cn2)Cc1ccccc1)C,242.1,0.007151096,NaN,NaN,NaN,NaN,NaN
[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])C,316.9,0.00869051,NaN,NaN,446,NaN,NaN
CC1=NCCc2c1[nH]c1c2cccc1,295.8,0.21245216,NaN,NaN,1797,NaN,NaN
CC(=O)OCCc1ccccc1,233.1,0.001760572,NaN,NaN,105.7,NaN,NaN
C=CC1Cc2c(N1S(=O)(=O)c1ccc(cc1)C)cccc2,249.2,0.110610593,NaN,NaN,NaN,NaN,NaN
O=C1NN=c2c(C1=O)c1c3ccnc3cc3c1c2ccc3,498.9,0.02956756,NaN,NaN,0,NaN,NaN
O=Nc1c(O)ccc2c1cccc2,724.3,0.001832461,NaN,NaN,500,NaN,NaN
CCOC(=O)c1ccc(cc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,341.8,1.549852819,NaN,NaN,296,NaN,NaN
Cc1c2ccccc2c(c2c1cccc2)C,372,0.151722758,NaN,NaN,NaN,NaN,NaN
OC1Cc2ccccc2OC1c1ccccc1,247.2,0.039429065,NaN,NaN,224,NaN,NaN
COC(=O)Cc1cc(=O)oc2c1ccc(c2F)O,274.2,0.284706965,NaN,NaN,368,NaN,NaN
CC(=O)C=NNc1ccc(cc1)C,304,7.83E-05,NaN,NaN,0,NaN,NaN
OC(=O)c1ccc(cc1)C(=O)O,252.4,0.032084597,NaN,NaN,105,NaN,NaN
Cc1ccc(cc1)OCc1nnc(o1)c1cc(nn1Cc1ccc(nc1)Cl)c1ccc(cc1)Cl,254.9,0.689470896,NaN,NaN,260,36950,DCM
Nc1nnnn1c1ccccc1,236.7,0.070414253,NaN,NaN,NaN,NaN,NaN
CCCN1c2ccc(cc2Sc2c1cccc2)C=Cc1cc(=O)oc2c1cc(Cl)c(c2)C,348.1,0.536043561,NaN,NaN,432,NaN,chloroform
CO[Si](CCCSC(=O)c1ccccc1C)(OC)OC,270.4,0.002415565,NaN,NaN,280,105500,chloroform
Brc1ccc(cc1)CNc1ccc2c(c1)C(=O)c1c(C2=O)cccc1,349.7,0.073999413,NaN,NaN,307,NaN,NaN
c1cc2=CC3=NC(=Nc4[nH]c(C=C5N=C(C=c1[nH]2)C=C5)nn4)N=C3,582.8,0.022502508,NaN,NaN,622,NaN,NaN
CC(=O)C(C(c1ccccc1[N+](=O)[O-])O)Cl,319.2,0.015636308,NaN,NaN,NaN,NaN,NaN
C1(C)c2cc3c(C#C[Si](C)(C)C)c4ccccc4c(c3cc2c2c1cc(Br)cc2)C#C[Si](C)(C)C,419.4,0.509969083,NaN,NaN,457,NaN,dichloromethane
CCCn1c(N=Nc2ccc3c(c2)scn3)ccc1c1cccs1,425.1,0.001227997,NaN,NaN,464,NaN,DMSO
c1ccc(cc1)c1c(sc2c1cc(cc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccccc1,288.7,0.078438118,NaN,NaN,330,NaN,NaN
COc1ccc(cc1)C=[N+](c1ccccc1)[O-],312.2,0.142957461,NaN,NaN,660,NaN,Ethanol
Fc1ccc(cc1)C(=CC=C(C(=O)C(F)(F)F)C(=O)C(F)(F)F)c1ccc(cc1)F,339.5,0.423535714,NaN,NaN,389,NaN,NaN
Fc1cc(ccc1c1ccc(cc1)c1[nH]c2c(n1)cccc2)c1ccc(cc1)c1[nH]c2c(n1)cccc2,304.7,2.659282146,NaN,NaN,343,NaN,NaN
Cn1c(c2ccccc2)c(c2c1cccc2)N=Nc1sc2c(n1)ccc(c2)[N+](=O)[O-],480.6,0.001199036,NaN,NaN,566,NaN,Chloroform
CCN1C(=O)C(=CC=CC=CC=c2sc3c(n2CC)cccc3)C(=O)N(C1=S)CC,424.8,3.085626183,NaN,NaN,708,NaN,DCM
Clc1cccc2c1c(C#Cc1ccccc1)c1c(c2C#Cc2ccccc2)cccc1,448.3,1.128073821,NaN,NaN,525,NaN,NaN
Brc1ccc2c(c1)C(C)(C)c1c2cc2c(c1)c(C#Cc1ccccc1)c1c(c2C#Cc2ccccc2)cccc1,443.7,1.052073912,NaN,NaN,479,NaN,dichloromethane
Oc1ccc2c(c1c1nc(c3n1cccc3)c1ccccc1)cccc2,344.7,0.187789734,NaN,NaN,467,11578,acetonitrile
c1ccc2c(c1)n(c1ccc(cc1)C=Cc1ccc(cc1)c1ccc(cc1)C=Cc1ccc(cc1)n1c3ccccc3c3c1cccc3)c1c2cccc1,345.2,3.338521788,NaN,NaN,375,NaN,NaN
O=C(NCC(=O)NC(CCc1ccccc1)C)Cc1ccccc1,235.5,0.001430483,NaN,NaN,NaN,NaN,NaN
CCOC(=O)c1cc2c(n1Cc1ccccc1)c1nc(N)ncc1CCC2,282.6,0.495860874,NaN,NaN,NaN,NaN,NaN
CC(=O)C(=NNc1snc2c1cc(cc2)[N+](=O)[O-])C(=O)C,378.7,0.578659285,NaN,NaN,455,NaN,NaN
ON=C1c2ccccc2c2c1cccc2,321.2,0.021372484,NaN,NaN,318,23400,DMF
CN(c1ccc(cc1)c1[nH]c(nc1c1ccc(cc1)N(C)C)c1ccc(cc1)[N+](=O)[O-])C,336.7,1.134718706,NaN,NaN,457,NaN,CH 2 Cl 2
c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C=Cc1ccc(c2c1nsn2)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,446.9,1.863005082,NaN,NaN,391,41000,DMF
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N,241.7,0.232420383,NaN,NaN,0,NaN,NaN
COC(=O)C12Oc3ccc(c(c3C(=C2C(=O)CC(C1O)C)O)O)c1ccc2c(c1O)C(=C1C(O2)(C(=O)OC)C(O)C(CC1=O)C)O,310.6,0.115883199,NaN,NaN,NaN,NaN,NaN
N#CC(=Cc1ccc(cc1)[N+](=O)[O-])C#N,322.3,1.83E-07,NaN,NaN,310,NaN,Methanol
Cc1cc(C)cc(c1)C(=O)On1c(=O)c2cccc3c2c(c1=S)ccc3,405.7,0.000649735,NaN,NaN,435.4,NaN,NaN
CCN(c1ccc(cc1)C=C1CCC(=Cc2ccc(cc2)N(CC)CC)C1=O)CC,348.4,0.101213654,NaN,NaN,549,NaN,NaN
[O-][N+](=O)c1cc2C(=CC=CC=CC=C3N(C)c4c(C3(C)C)cccc4)c3c(c2c(c1)[N+](=O)[O-])c(cc(c3)[N+](=O)[O-])[N+](=O)[O-],485.5,1.431071597,NaN,NaN,773,NaN,Toluene
CCOC(=O)c1cc2cc3ccccc3nc2[nH]c1=O,325.1,0.147217032,NaN,NaN,377,NaN,acetone
OCC1OC(C(C1O)O)n1cnc2c1ncnc2N,242,0.235049054,NaN,NaN,357.9,NaN,Cyclohexane
CC(=O)C(C(c1ccccc1F)O)Cl,270.1,0.002019416,NaN,NaN,NaN,NaN,NaN
Clc1ccc(cc1)C1(C=Cc2c(O1)ccc1c2ccc(c1)Br)c1ccc(cc1)Cl,325.5,0.215894354,NaN,NaN,427,NaN,NaN
Nc1ccc2c(c1)nn(n2)c1ccccc1,307.2,0.411776008,NaN,NaN,628,NaN,NaN
COc1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)O)C=C3)c1ccc(cc1)O)[nH]2)c1ccc(cc1)O,642.1,0.009383806,NaN,NaN,720,NaN,chloroform
CN(c1ccc(cc1)C(=O)c1ccccc1)C,298.7,0.008319159,NaN,NaN,251,NaN,NaN
OCC1OC(CC1O)n1c(C=Cc2ccc(cc2)C(F)(F)F)nc2c1ncnc2N,314.6,1.250729511,NaN,NaN,338,NaN,NaN
OCCn1c(=O)c2ccc(c3c2c(c1=O)ccc3)Oc1ccccc1C,326.3,0.347345099,NaN,NaN,NaN,NaN,NaN
COC(=O)c1n2nc(C=Cc3c4ccccc4cc4c3cccc4)ccc2c(c1C(=O)OC)C(=O)OC,380.7,0.512373084,NaN,NaN,510,NaN,Hexane
O=C1c2ccccc2c2c3c1ccc1c3c(cc2)C(=O)c2c1cccc2,381.9,0.686068462,NaN,NaN,NaN,NaN,NaN
CN(c1ccc2c3c1cccc3c1c3c2ccc2c3c(cc1)C(=O)OC2=O)C,432.8,0.85958154,NaN,NaN,566,NaN,NaN
Cc1ccc2c(n1)c1nc(C)ccc1cc2,287.2,0.039937232,NaN,NaN,373,73040,NaN
Cc1csc(c1)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1scc(c1)C,437.6,1.319633137,487.2443331,1.045893693,361,NaN,NaN
Cc1cc(C)c(c2c1C(=O)c1ccccc1C2=O)N,372.3,0.269967825,NaN,NaN,577.4,NaN,NaN
Brc1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1,263.5,0.119750519,NaN,NaN,263,NaN,NaN
CCOC(=O)c1ccn2c(c1)cc(n2)c1ccc(c(c1)OC)OC,313.8,0.060212807,NaN,NaN,297,NaN,Cyclohexane
c1ccc(cc1)C#Cc1ccc(s1)C#Cc1ccccc1,332,1.971825266,NaN,NaN,252,NaN,NaN
COc1ccc(cc1)C1C2C(C2=O)(C(N1N=O)c1ccc(cc1)OC)C,394.2,0.004760642,NaN,NaN,435,NaN,KBr
O=C1OC(C(=C1Br)Nc1ccc(c(c1)C)C)OCc1ccccc1,253,0.526473,NaN,NaN,290,NaN,NaN
COc1ccc2c(c1)ccc(c2)C#CC(O)C,295.1,0.099322033,NaN,NaN,NaN,NaN,NaN
CCN(c1ccc2c(c1)oc(=O)c(c2)C(=O)O)CC,311.6,0.757805462,NaN,NaN,435,NaN,NaN
[O-][N+](=O)N1C(c2ccccc2)C2CCC[C@@](C1c1ccccc1)(C2)C,272.8,0.003849131,NaN,NaN,294,NaN,MeOH
CN(c1ccc(cc1)C(=c1ccc(=C(C#N)C#N)cc1)C(=C(C#N)C#N)c1ccc(s1)C=O)C,476.2,0.838462875,NaN,NaN,696,NaN,CH 2 Cl
Oc1ccccc1CNCc1ccccc1OCCCOc1ccccc1CNCc1ccccc1O,247,0.064786727,NaN,NaN,0,7380,DMF
Brc1ccc(cc1)c1nc2CCc3c(c2c2c1c1ccc(cc1CC2)Br)ccc(c3)Br,295.3,0.48195095,NaN,NaN,323,48000,chloroform
N#CC(=C1C(CSc2c1cccc2)C(c1ccco1)C[N+](=O)[O-])C#N,339.8,0.129878247,NaN,NaN,NaN,NaN,NaN
Cc1ccc(cc1)C(=O)CC(=O)c1ccc(cc1)F,298.5,0.008524016,NaN,NaN,358,NaN,NaN
Oc1c(C=Nc2ccccc2)cc(cc1C(C)(C)C)C(C)(C)C,307.6,0.50415146,NaN,NaN,603,NaN,NaN
CC(COC(=O)c1ccccc1C(=O)OC(C)C)C,247.4,0.035032017,NaN,NaN,235,NaN,NaN
Cc1cccc(c1O)C,240.3,0.026159092,NaN,NaN,421,NaN,NaN
[O-][N+](=O)c1c2ccccc2n(c1N)S(=O)(=O)c1ccccc1,296.6,0.002263525,NaN,NaN,202,NaN,NaN
Oc1ccc(cc1O)c1cc(=O)c2c(o1)cccc2,293.2,0.005368962,NaN,NaN,342,NaN,NaN
Cn1ccc(=CC=C2C=C(Cl)c3c(C2=O)nccc3)cc1,435.9,0.973058874,NaN,NaN,623,NaN,THF
C(N=Cc1ccccn1)CN=Cc1ccccn1,266.6,0.003036223,NaN,NaN,606,NaN,NaN
O1CCN(CC1)c1ccc(cc1)N=Nc1ccc(c(c1)Nc1ccc(cc1)N1CCOCC1)N1CCOCC1,425.9,0.00075195,NaN,NaN,254,NaN,NaN
Clc1cccc(c1)C(=O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],315.2,0.002772657,NaN,NaN,230,20464.44637,NaN
Clc1cccc(c1)N=Nc1nc2c(s1)cc(cc2)[N+](=O)[O-],476.7,0.000273839,NaN,NaN,343,NaN,Methanol
OCCN(c1ccc(cc1)N=Nc1ccc(cc1)N=Nc1ccc(cc1)S(=O)(=O)Nc1cc(OC)nc(n1)OC)CC,456,0.006938978,NaN,NaN,454,NaN,NaN
Cn1c2ccc(cc2c2c1cccc2)c1cc(nc(c1)c1ccccn1)c1ccccn1,294.9,0.033542056,NaN,NaN,309,NaN,DMF
CCC(c1cccc(c1)C)O,236.4,0.001720564,NaN,NaN,NaN,NaN,NaN
S=C(Nc1cccc(n1)C)NCc1ccccc1,275.1,0.000181412,NaN,NaN,315,NaN,NaN
c1ccc(cc1)C=Cc1ccn2c(c1)nc(c2)c1ccccc1,322,1.318200921,NaN,NaN,410,28840.31503,TFA
COc1ccc(cc1)C=CC(=O)c1nnn(c1C)c1ccnc2c1ccc(c2)Cl,317.4,0.00020191,NaN,NaN,233,NaN,methanol
O=C1C(=Cc2cc3CCCN4c3c(c2O)CCC4)Oc2c1cccc2,352.3,1.129664326,NaN,NaN,518,NaN,Methanol
C=CCOc1nc(Nc2ccc3c(c2)nn(n3)c2cc(Cl)ccc2O)nc(n1)N1C(C)(C)CC(CC1(C)C)OCC=C,309.2,0.988182134,NaN,NaN,346,NaN,NaN
CCOC(=O)c1ccc(cc1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)OC,347.4,1.666461757,NaN,NaN,655,NaN,NaN
CCN(c1ccc(cc1)C=Cc1ccc(cc1)C=Cc1ccc(cc1)Br)CC,360.1,2.421215807,NaN,NaN,401,51000,Toluene
c1ccc(cc1)P(CP(c1ccccc1)c1ccccc1)CP(c1ccccc1)c1ccccc1,273.4,0.085943501,NaN,NaN,335,NaN,NaN
COc1cc2c(cc1OC)OC[C@@H]1[C@H]2C(=O)c2c(O1)c1C[C@@H](Oc1cc2)C(=C)C,284.9,0.004534182,NaN,NaN,100,NaN,NaN
Cn1cc(c2c1cccc2)c1sc(c2c1cccc2)c1ccc(s1)C=O,399.8,0.808822618,NaN,NaN,525,NaN,CH 2 Cl
CCOC(=O)c1c(O)c(N=Nc2ccc(cc2)C#N)c2c(c1O)cccc2,409.3,0.000386407,NaN,NaN,462,NaN,DMSO
CCOC(=O)C=c1sc2=NC3=C(C(n2c1=O)c1ccc(c(c1)OC)OC)C3=Cc1ccc(c(c1)OC)OC,407.5,0.219932121,NaN,NaN,323.52,NaN,NaN
c1ccc2c(c1)[nH]cn2,245.3,0.055813336,NaN,NaN,602,NaN,dichloromethane
[O-][N+](=O)c1cccc(c1)C=NNC(=Cc1ccc2c(n1)cccc2)C(C)(C)C,356.9,1.030824744,NaN,NaN,430,NaN,ethanol
COc1cccc(c1)N(c1cc(=O)[nH]c(n1)c1ccccc1)C,291.2,0.163097384,NaN,NaN,272,33113.11215,NaN
Cc1cc(sc1c1nc2c(s1)nc(s2)c1sccc1C)c1ccc(cc1C(F)(F)F)C(F)(F)F,357.1,1.526197951,NaN,NaN,473,NaN,NaN
CCOC(=O)c1c(N)sc2c1c1ccccc1C2=Cc1ccc(cc1)Cl,396.2,0.1463994,NaN,NaN,NaN,NaN,NaN
OCc1c(nc2n1cccc2)c1ccc(cc1)F,295.2,0.110541553,NaN,NaN,320,NaN,NaN
C(COc1c(c2ccc(cc2)C#N)c(C#N)c(c(c1C#N)c1ccc(cc1)C#N)OC)CC,283.3,0.646186957,NaN,NaN,430,NaN,NaN
COc1cc(C=CC(=CC(=O)C=Cc2ccc(cc2)O)O)ccc1O,342.5,2.267117272,NaN,NaN,NaN,NaN,NaN
CCCN1c2ccc(cc2Sc2c1cccc2)C=Cc1cc(=O)oc2c1cccc2,345.5,0.518704133,NaN,NaN,424,NaN,chloroform
Cn1c(c2ccccc2)c(nc1c1c2ccccc2c(c2c1cccc2)Br)c1ccccc1,373.8,0.320781054,NaN,NaN,458.9,NaN,quartz
OC[C@H]1O[C@H](C[C@@H]1OP(=O)(OC[C@H]1O[C@H](C[C@@H]1O)n1cnc2c1[nH]c(N)nc2=O)O)n1cnc2c1ncnc2N,247.8,0.001625808,NaN,NaN,NaN,NaN,NaN
Oc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1O)O,311.2,0.585338085,NaN,NaN,349,NaN,NaN
COc1ccc(cc1F)C1(COC2C(=C1)c1ccccc1C=C2)c1ccc(c(c1)F)OC,290.9,0.166839586,NaN,NaN,465,NaN,NaN
O=C(C(=C)COc1ccc(cc1)C(=O)c1ccccc1)OC(C)(C)C,301.6,0.003566825,NaN,NaN,289,NaN,NaN
C#Cc1ccc(cc1)Sc1ccc(cc1)C#C,280.1,0.621427552,NaN,NaN,249.75,NaN,NaN
Brc1ccc(cc1)C1=C(C(=O)CC1)c1cc(sc1C)C,311.9,0.059048838,NaN,NaN,280,NaN,NaN
CCn1c2ccc(cc2c2c1cccc2)C=NNC(=S)N,308.4,0.488098148,NaN,NaN,NaN,NaN,NaN
CSc1c[nH]n(s1)N=Nc1ccc(c2c1cccn2)O,359.4,0.174599855,NaN,NaN,560,NaN,DMSO
O=C(c1ccccc1)NC1=CC(=O)C(=O)c2c1cccc2,491.6,4.13E-05,NaN,NaN,278,NaN,ethanol
CCN(c1ccccc1C)c1cc(=O)[nH]c(n1)c1ccccc1,287.7,0.185634348,NaN,NaN,274,53703.17964,NaN
COc1ccc(cc1)Cc1nnc2n1nc(s2)c1ccc2c(c1)cccc2,301.9,0.122405205,NaN,NaN,306,220000,Methanol
Cc1cc2nn(cc2c2n1c1ccc(cc1n2)Cl)c1ccccc1,287.7,0.647460283,NaN,NaN,337,NaN,NaN
Brc1ccc(cc1)c1nn(c2c1c1c(cn2)c(=O)[nH]n1c1ccccc1)c1ccccc1,285.4,0.500695637,NaN,NaN,370,NaN,DMSO
OCC(=O)CCc1ccc(cc1)Cl,250.6,0.000361396,NaN,NaN,NaN,NaN,NaN
CCN(c1nc(c(s1)N=Nc1ccccc1)c1ccccc1)CC,448.5,0.006408517,NaN,NaN,471,28000,NaN
Oc1ccc(cc1)N=Nc1snc2c1cc(cc2)[N+](=O)[O-],455.2,0.001968379,NaN,NaN,464,NaN,NaN
CCOC(=O)c1ccn2c(c1)cc(n2)c1ccc2c(c1)cccc2,313.1,0.033717198,NaN,NaN,298,NaN,Cyclohexane
Cn1c2ccc(cc2c2c1ccc(c2)C(=Cc1ccc(cc1)c1nnc(o1)C)C#N)C(=Cc1ccc(cc1)c1nnc(o1)C)C#N,321.1,1.750900026,NaN,NaN,417,NaN,dichloromethane
Clc1ccc(cc1)N=Nc1c(N)nc2n(c1N)nc(c2N=Nc1nccs1)N,432.5,0.000150414,NaN,NaN,478,NaN,NaN
COc1cc(ccc1OC)C1OCC2C1COC2c1ccc(c(c1)OC)OC,244.6,0.072738607,NaN,NaN,NaN,NaN,NaN
