Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
6123,CC1=CC2=C3C(=C4C(C)=C(c5ccc(-c6nc(-c7ccccc7)c(-c7ccccc7)[nH]6)cc5)S[C@@]4(C)[C@]2(C)S1)C(F)(F)C(F)(F)C3(F)F,C1CCOC1,546,NaN,NaN,NaN,3.838849091,NaN,NaN,NaN,NaN,690.77432,10.1021/jo010267w
6124,Cc1cc(C)c(C2=C(c3c(C)sc(-c4ccc(-c5nc(-c6ccccc6)c(-c6ccccc6)[nH]5)cc4)c3C)C(F)(F)C(F)(F)C2(F)F)s1,C1CCOC1,332,393,0.42,0.091,4.361727836,NaN,NaN,NaN,NaN,690.77432,10.1021/jo010267w
6125,CC1=C[C@]2(C)C(=C3C(=C4C(C)=C(c5ccc(-c6nc(-c7ccccc7)c(-c7ccccc7)[nH]6)cc5)S[C@]42C)C(F)(F)C(F)(F)C3(F)F)S1,C1CCOC1,505,NaN,NaN,NaN,3.812913357,NaN,NaN,NaN,NaN,690.77432,10.1021/jo010267w
6126,Cc1sc(-c2ccc(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)cc2)c(C)c1C1=C(c2c(C)n(C)c3ccccc23)C(F)(F)C(F)(F)C1(F)F,C1CCOC1,313,392,0.48,0.084,4.414973348,NaN,NaN,NaN,NaN,723.78314,10.1021/jo010267w
6127,CC1=C(c2ccc(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)cc2)S[C@]2(C)C1=C1C(=C3c4ccccc4C(C)[C@]32C)C(F)(F)C(F)(F)C1(F)F,C1CCOC1,589,NaN,NaN,NaN,3.832508913,NaN,NaN,NaN,NaN,722.79508,10.1021/jo010267w
6128,CN(C)c1c2ccccc2cc2ccccc12,C1CCCCC1,386,391,4.3,0.008,NaN,NaN,NaN,NaN,NaN,221.3021,DOI: 10.1021/jp9638696
6129,CN(C)c1c2ccccc2cc2ccccc12,C1COCCO1,387,392,0.8,0.013,NaN,NaN,NaN,NaN,NaN,221.3021,DOI: 10.1021/jp9638696
6130,CN(C)c1c2ccccc2cc2ccccc12,COCCOC,386,392,4.8,0.007,NaN,NaN,NaN,NaN,NaN,221.3021,DOI: 10.1021/jp9638696
6131,CN(C)c1c2ccccc2cc2ccccc12,C1CCOC1,386,392,5.3,0.01,NaN,NaN,NaN,NaN,NaN,221.3021,DOI: 10.1021/jp9638696
6132,CN(C)c1c2ccccc2cc2ccccc12,CC#N,386,390,3.9,0.007,NaN,NaN,NaN,NaN,NaN,221.3021,DOI: 10.1021/jp9638696
6133,CN(C)c1c2ccccc2cc2ccccc12,CN(C)C=O,388,392,6.5,0.016,NaN,NaN,NaN,NaN,NaN,221.3021,DOI: 10.1021/jp9638696
6134,CN(C)c1c2ccccc2cc2ccccc12,CS(C)=O,390,395,8.2,0.018,NaN,NaN,NaN,NaN,NaN,221.3021,DOI: 10.1021/jp9638696
6135,CN(C)c1c2ccccc2cc2ccccc12,CCO,385,389,5.1,0.007,NaN,NaN,NaN,NaN,NaN,221.3021,DOI: 10.1021/jp9638696
6136,CN(C)c1c2ccccc2cc2ccccc12,CO,384,389,4,0.008,NaN,NaN,NaN,NaN,NaN,221.3021,DOI: 10.1021/jp9638696
6137,CN(C)c1c2ccccc2cc2ccccc12,OCCO,388,392,7,0.022,NaN,NaN,NaN,NaN,NaN,221.3021,DOI: 10.1021/jp9638696
6138,CN(C)c1c2ccccc2cc2ccccc12,OCC(O)CO,393,393,8.9,0.068,NaN,NaN,NaN,NaN,NaN,221.3021,DOI: 10.1021/jp9638696
6139,CN(C)c1c2ccccc2cc2ccccc12,O,385,390,5.7,0.011,NaN,NaN,NaN,NaN,NaN,221.3021,DOI: 10.1021/jp9638696
6140,C[NH+](C)c1c2ccccc2cc2ccccc12,O,389,400,17.3,0.52,NaN,NaN,NaN,NaN,NaN,222.31004,DOI: 10.1021/jp9638696
6141,c1ccc([B-]2(c3ccccc3)Oc3ccc4ccccc4c3-c3c4ccccc4cc[n+]32)cc1,Cc1ccccc1,427,522,9.47,0.32,NaN,NaN,NaN,68.5,101.2,435.33268,DOI: 10.1021/acs.joc.6b01569
6142,c1ccc([B-]2(c3ccccc3)Oc3ccc4ccccc4c3-c3c4ccccc4nc[n+]32)cc1,Cc1ccccc1,451,543,9.59,0.25,NaN,NaN,NaN,NaN,NaN,436.32074,DOI: 10.1021/acs.joc.6b01569
6143,c1ccc([B-]2(c3ccccc3)Oc3ccc4ccccc4c3-c3c4ccccc4cn[n+]32)cc1,Cc1ccccc1,436,555,9.32,0.15,NaN,NaN,NaN,72.8,108.7,436.32074,DOI: 10.1021/acs.joc.6b01569
6144,c1ccc(N2c3ccc4ccccc4c3-c3c4ccccc4cc[n+]3[B-]2(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,511,623,6.31,0.17,NaN,NaN,NaN,77.1,127.9,510.44638,DOI: 10.1021/acs.joc.6b01569
6145,c1ccc(N2c3ccc4ccccc4c3-c3c4ccccc4nc[n+]3[B-]2(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,539,654,1.56,0.03,NaN,NaN,NaN,81.4,135.4,511.43444,DOI: 10.1021/acs.joc.6b01569
6146,c1ccc(N2c3ccc4ccccc4c3-c3c4ccccc4cn[n+]3[B-]2(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,524,657,2.56,0.05,NaN,NaN,NaN,NaN,NaN,511.43444,DOI: 10.1021/acs.joc.6b01569
6147,COc1ccc(N2c3ccc4ccccc4c3-c3c4ccccc4cc[n+]3[B-]2(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,520,641,0.25,0.001,NaN,NaN,NaN,NaN,NaN,540.47226,DOI: 10.1021/acs.joc.6b01569
6148,CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1C,CCCCCC,352,482,22.5,0.46,NaN,NaN,NaN,NaN,84.9,243.30898,10.1021/ol302237k
6149,CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1C,C1CCOC1,354,584,15.3,0.14,NaN,NaN,NaN,NaN,117.1,243.30898,10.1021/ol302237k
6150,CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1C,CC#N,352,643,8.6,0.05,NaN,NaN,NaN,NaN,154.8,243.30898,10.1021/ol302237k
6151,CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1CCO,CCCCCC,352,506,20.8,0.43,NaN,NaN,NaN,NaN,89,273.33486,10.1021/ol302237k
6152,CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1CCO,C1CCOC1,354,585,12.1,0.12,NaN,NaN,NaN,NaN,129.5,273.33486,10.1021/ol302237k
6153,CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1CCO,CC#N,352,656,2.8,0.02,NaN,NaN,NaN,NaN,NaN,273.33486,10.1021/ol302237k
6154,COCCN1C(=O)/C(=C/c2cccc(N(C)C)c2)N=C1C,CCCCCC,352,491,21.2,0.45,NaN,NaN,NaN,NaN,86.3,287.36174,10.1021/ol302237k
6155,COCCN1C(=O)/C(=C/c2cccc(N(C)C)c2)N=C1C,C1CCOC1,353,563,14.7,0.13,NaN,NaN,NaN,NaN,113.7,287.36174,10.1021/ol302237k
6156,COCCN1C(=O)/C(=C/c2cccc(N(C)C)c2)N=C1C,CC#N,353,632,7.9,0.04,NaN,NaN,NaN,NaN,149.3,287.36174,10.1021/ol302237k
6157,CC(O)CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1C,CCCCCC,352,506,18.9,0.37,NaN,NaN,NaN,NaN,84.9,287.36174,10.1021/ol302237k
6158,CC(O)CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1C,C1CCOC1,356,585,13.2,0.11,NaN,NaN,NaN,NaN,122.6,287.36174,10.1021/ol302237k
6159,CC(O)CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1C,CC#N,355,642,5.2,0.03,NaN,NaN,NaN,NaN,163.7,287.36174,10.1021/ol302237k
6160,COC(C)CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1C,CCCCCC,354,495,22.4,0.43,NaN,NaN,NaN,NaN,84.2,301.38862,10.1021/ol302237k
6161,COC(C)CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1C,C1CCOC1,355,569,15.3,0.14,NaN,NaN,NaN,NaN,116.4,301.38862,10.1021/ol302237k
6162,COC(C)CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1C,CC#N,355,632,7.7,0.06,NaN,NaN,NaN,NaN,147.9,301.38862,10.1021/ol302237k
6163,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)[O-])c2ccccc21,CO,778,802,0.529,0.05,5.257678575,NaN,NaN,NaN,NaN,698.32248,DOI: 10.1021/ac980018g
6164,CC1(C)C(/C=C/C2=C(Oc3ccc(CCN=C=S)cc3)/C(=C/C=C3/N(CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)[O-])c2ccccc21,CO,765,794,0.873,0.07,5.361727836,NaN,NaN,NaN,NaN,841.104,DOI: 10.1021/ac980018g
6165,CC1(C)C(/C=C/C2=C(Oc3ccc(CCN=C=S)cc3I)/C(=C/C=C3/N(CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)[O-])c2ccccc21,CO,766,796,0.947,0.15,5.334453751,NaN,NaN,46.8,39.4,966.99606,DOI: 10.1021/ac980018g
6166,CC1(C)C(/C=C/C2=C(Oc3ccc(CCN=C=S)cc3Br)/C(=C/C=C3/N(CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)[O-])c2ccccc21,CO,768,798,0.912,0.14,5.404833717,NaN,NaN,44.7,39.7,920.00006,DOI: 10.1021/ac980018g
6167,CC1(C)C(/C=C/C2=C(Oc3ccc(CCN=C=S)cc3Cl)/C(=C/C=C3/N(CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)[O-])c2ccccc21,CO,768,797,0.88,0.14,5.378397901,NaN,NaN,44.3,40.8,875.54906,DOI: 10.1021/ac980018g
6168,CC1(C)C(/C=C/C2=C(Oc3ccc(CCN=C=S)cc3F)/C(=C/C=C3/N(CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)[O-])c2ccccc21,CO,768,797,0.843,0.14,5.344392274,NaN,NaN,45.9,41.4,859.09406,DOI: 10.1021/ac980018g
6169,COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,CC1CCCCC1,597,612,NaN,0.86,NaN,938,NaN,NaN,28.5,485.3842,10.1021/jp054878u
6170,COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,C1CCCCC1,597,612,3.5,0.97,NaN,968,NaN,NaN,28.5,485.3842,10.1021/jp054878u
6171,COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,C1COCCO1,602,648,3.43,0.77,NaN,1370,NaN,NaN,72.4,485.3842,10.1021/jp054878u
6172,COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,Cc1ccccc1,607,640,3.25,0.85,NaN,1267,NaN,NaN,52.6,485.3842,10.1021/jp054878u
6173,COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,CCCCOCCCC,596,627,NaN,0.91,NaN,1350,NaN,NaN,49.7,485.3842,10.1021/jp054878u
6174,COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,CC(C)OC(C)C,594,629,NaN,0.87,NaN,1512,NaN,NaN,60,485.3842,10.1021/jp054878u
6175,COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,CCOCC,593,641,3.74,0.93,NaN,1444,NaN,NaN,77.8,485.3842,10.1021/jp054878u
6176,COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,ClC(Cl)Cl,605,656,3.47,0.82,NaN,1620,NaN,NaN,70.2,485.3842,10.1021/jp054878u
6177,COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,CCOC(C)=O,596,665,3.31,0.59,NaN,1513,NaN,NaN,93.9,485.3842,10.1021/jp054878u
6178,COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,C1CCOC1,600,664,3,0.56,NaN,1902,NaN,NaN,94.6,485.3842,10.1021/jp054878u
6179,COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,CCCCO,601,678,2.45,0.59,NaN,1730,NaN,NaN,101.2,485.3842,10.1021/jp054878u
6180,COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,CC(C)=O,597,695,2.23,0.27,NaN,1648,NaN,NaN,NaN,485.3842,10.1021/jp054878u
6181,COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,CCCC#N,600,695,2.26,0.27,NaN,1725,NaN,NaN,NaN,485.3842,10.1021/jp054878u
6182,COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,CCC#N,598,710,1.84,0.19,NaN,1762,NaN,NaN,NaN,485.3842,10.1021/jp054878u
6183,COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,CO,596,696,0.85,0.16,NaN,1838,NaN,NaN,NaN,485.3842,10.1021/jp054878u
6184,COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,CN(C)C=O,607,718,NaN,0.08,NaN,1827,NaN,NaN,NaN,485.3842,10.1021/jp054878u
6185,COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,CC#N,597,717,1.2,0.09,NaN,1762,NaN,NaN,NaN,485.3842,10.1021/jp054878u
6186,COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,CS(C)=O,610,737,NaN,0.056,NaN,1876,NaN,NaN,NaN,485.3842,10.1021/jp054878u
6187,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc3c4ccc(C#Cc5ccc(C=O)cc5)cc4n(-c4ccc(C(F)(F)F)cc4)c3c2)cc1,ClCCl,377,422,0.84,0.21,4.811662124,NaN,NaN,72.4,71.7,816.96442,DOI: 10.1021/jp912286u
6188,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc3c4ccc(C#Cc5ccc(C=C(C#N)C#N)cc5)cc4n(-c4ccc(C(F)(F)F)cc4)c3c2)cc1,ClCCl,355,454,0.29,0.12,4.866570867,NaN,NaN,122.2,118.4,865.01242,DOI: 10.1021/jp912286u
6189,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc3c4ccc(C#Cc5ccc(/C=C(/C#N)C(=O)O)cc5)cc4n(-c4ccc(C(F)(F)F)cc4)c3c2)cc1,ClCCl,386,426,1.27,0.12,4.738312727,NaN,NaN,114.8,68.5,884.01136,DOI: 10.1021/jp912286u
6190,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc3c4ccc(C#Cc5ccc(-n6c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)ccc76)cc5)cc4n(-c4ccc(C(F)(F)F)cc4)c3c2)cc1,ClCCl,353,431,0.1,0.72,4.862953851,NaN,NaN,NaN,73,1066.36404,DOI: 10.1021/jp912286u
6191,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc3c4ccc(C#Cc5ccc(C=O)cc5)cc4n(-c4ccc(C(F)(F)F)cc4)c3c2)cc1,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc3c4ccc(C#Cc5ccc(C=O)cc5)cc4n(-c4ccc(C(F)(F)F)cc4)c3c2)cc1,NaN,500,NaN,0.27,NaN,NaN,NaN,NaN,147.2,816.96442,DOI: 10.1021/jp912286u
6192,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc3c4ccc(C#Cc5ccc(C=C(C#N)C#N)cc5)cc4n(-c4ccc(C(F)(F)F)cc4)c3c2)cc1,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc3c4ccc(C#Cc5ccc(C=C(C#N)C#N)cc5)cc4n(-c4ccc(C(F)(F)F)cc4)c3c2)cc1,NaN,559,NaN,0.68,NaN,NaN,NaN,NaN,172,865.01242,DOI: 10.1021/jp912286u
6193,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc3c4ccc(C#Cc5ccc(/C=C(/C#N)C(=O)O)cc5)cc4n(-c4ccc(C(F)(F)F)cc4)c3c2)cc1,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc3c4ccc(C#Cc5ccc(/C=C(/C#N)C(=O)O)cc5)cc4n(-c4ccc(C(F)(F)F)cc4)c3c2)cc1,NaN,451,NaN,0.3,NaN,NaN,NaN,NaN,118.9,884.01136,DOI: 10.1021/jp912286u
6194,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc3c4ccc(C#Cc5ccc(-n6c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)ccc76)cc5)cc4n(-c4ccc(C(F)(F)F)cc4)c3c2)cc1,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc3c4ccc(C#Cc5ccc(-n6c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)ccc76)cc5)cc4n(-c4ccc(C(F)(F)F)cc4)c3c2)cc1,NaN,545,NaN,0.51,NaN,NaN,NaN,NaN,115.3,1066.36404,DOI: 10.1021/jp912286u
6195,C(=C/c1ccccc1/C=C/c1c2ccccc2cc2ccccc12)\c1ccncc1,C1CCOC1,388,498,3.38,0.52,NaN,NaN,NaN,NaN,94,383.49274,DOI: 10.1021/acs.jpcc.8b11254
6196,C(=C/c1cccc(/C=C/c2c3ccccc3cc3ccccc23)c1)\c1ccncc1,C1CCOC1,388,475,3.3,0.6,NaN,NaN,NaN,66.5,84.5,383.49274,DOI: 10.1021/acs.jpcc.8b11254
6197,C(=C/c1ccc(/C=C/c2c3ccccc3cc3ccccc23)cc1)\c1ccncc1,C1CCOC1,390,515,2.03,0.34,NaN,NaN,NaN,NaN,103.5,383.49274,DOI: 10.1021/acs.jpcc.8b11254
6198,C(=C/c1ccccc1/C=C/c1c2ccccc2cc2ccccc12)\c1ccncc1,C(=C/c1ccccc1/C=C/c1c2ccccc2cc2ccccc12)\c1ccncc1,NaN,495,NaN,0.43,NaN,NaN,NaN,NaN,79.7,383.49274,DOI: 10.1021/acs.jpcc.8b11254
6199,C(=C/c1cccc(/C=C/c2c3ccccc3cc3ccccc23)c1)\c1ccncc1,C(=C/c1cccc(/C=C/c2c3ccccc3cc3ccccc23)c1)\c1ccncc1,NaN,472,NaN,0.08,NaN,NaN,NaN,NaN,70.3,383.49274,DOI: 10.1021/acs.jpcc.8b11254
6200,C(=C/c1ccc(/C=C/c2c3ccccc3cc3ccccc23)cc1)\c1ccncc1,C(=C/c1ccc(/C=C/c2c3ccccc3cc3ccccc23)cc1)\c1ccncc1,NaN,585,NaN,0.5,NaN,NaN,NaN,NaN,85.9,383.49274,DOI: 10.1021/acs.jpcc.8b11254
6201,CN(C)c1ccc(C(=O)c2ccccc2)cc1,C1CCCCC1,325,462,0.1,0.0011,NaN,3553.5,5468,NaN,NaN,225.2901,10.1021/jp037132+
6202,CN(C)c1ccc(C(=O)c2ccccc2)cc1,c1ccccc1,340,497,0.9,0.0067,NaN,3644.6,5317.8,NaN,NaN,225.2901,10.1021/jp037132+
6203,CN(C)c1ccc(C(=O)c2ccccc2)cc1,CC#N,345,602,0.16,0.00032,NaN,4020.5,4617.1,NaN,NaN,225.2901,10.1021/jp037132+
6204,CN(C)c1ccc(C(=O)c2ccccc2)cc1,CS(C)=O,350,609,0.1,0.00034,NaN,4396.4,5005,NaN,NaN,225.2901,10.1021/jp037132+
6205,CN(C)c1ccc(C(=O)c2ccccc2)cc1,CO,355,480,0.0052,0.00005,NaN,4339.4,6969.5,NaN,NaN,225.2901,10.1021/jp037132+
6206,CC1(C)c2ccccc2N(c2ccc3c(c2)C(C)(C)c2cc(N4c5ccccc5C(C)(C)c5ccccc54)ccc2S3(=O)=O)c2ccccc21,ClCCl,365,504,NaN,NaN,4.52579607,NaN,NaN,NaN,93.4,672.8906,DOI: 10.1021/acsami.9b06364
6207,CC1(C)c2ccccc2N(c2ccc3c(c2)S(=O)(=O)c2cc(N4c5ccccc5C(C)(C)c5ccccc54)ccc2C3(C)C)c2ccccc21,ClCCl,282,506,NaN,NaN,4.685535736,NaN,NaN,NaN,108.2,672.8906,DOI: 10.1021/acsami.9b06364
6208,Cc1cc2c(cc1N1c3ccccc3C(C)(C)c3ccccc31)C(C)(C)c1cc(N3c4ccccc4C(C)(C)c4ccccc43)c(C)cc1S2(=O)=O,ClCCl,359,495,NaN,NaN,4.621840722,NaN,NaN,NaN,96.1,700.94436,DOI: 10.1021/acsami.9b06364
6209,Cc1ccc2c(c1)C(C)(C)c1cc(C)ccc1N2c1ccc2c(c1)C(C)(C)c1cc(N3c4ccc(C)cc4C(C)(C)c4cc(C)ccc43)ccc1S2(=O)=O,ClCCl,370,538,NaN,NaN,4.531300053,NaN,NaN,NaN,112.2,728.99812,DOI: 10.1021/acsami.9b06364
6210,CC1(C)c2ccccc2N(c2ccc3c(c2)C(C)(C)c2cc(N4c5ccccc5C(C)(C)c5ccccc54)ccc2S3(=O)=O)c2ccccc21,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,NaN,NaN,NaN,0.8,NaN,NaN,NaN,NaN,NaN,672.8906,DOI: 10.1021/acsami.9b06364
6211,CC1(C)c2ccccc2N(c2ccc3c(c2)S(=O)(=O)c2cc(N4c5ccccc5C(C)(C)c5ccccc54)ccc2C3(C)C)c2ccccc21,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,NaN,NaN,NaN,0.62,NaN,NaN,NaN,NaN,NaN,672.8906,DOI: 10.1021/acsami.9b06364
6212,Cc1cc2c(cc1N1c3ccccc3C(C)(C)c3ccccc31)C(C)(C)c1cc(N3c4ccccc4C(C)(C)c4ccccc43)c(C)cc1S2(=O)=O,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,NaN,NaN,NaN,0.88,NaN,NaN,NaN,NaN,NaN,700.94436,DOI: 10.1021/acsami.9b06364
6213,Cc1ccc2c(c1)C(C)(C)c1cc(C)ccc1N2c1ccc2c(c1)C(C)(C)c1cc(N3c4ccc(C)cc4C(C)(C)c4cc(C)ccc43)ccc1S2(=O)=O,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,NaN,NaN,NaN,0.73,NaN,NaN,NaN,NaN,NaN,728.99812,DOI: 10.1021/acsami.9b06364
6214,N#Cc1cc(-n2c3ccccc3c3ccccc32)nc(-n2c3ccccc3c3ccccc32)n1,Cc1ccccc1,342,471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,435.48898,DOI: 10.1021/acsami.8b02766
6215,N#Cc1nc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)n1,Cc1ccccc1,371,518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,435.48898,DOI: 10.1021/acsami.8b02766
6216,N#Cc1cc(-n2c3ccccc3c3ccccc32)nc(-n2c3ccccc3c3ccccc32)n1,N#Cc1cc(-n2c3ccccc3c3ccccc32)nc(-n2c3ccccc3c3ccccc32)n1,NaN,NaN,NaN,0.212,NaN,NaN,NaN,NaN,NaN,435.48898,DOI: 10.1021/acsami.8b02766
6217,N#Cc1nc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)n1,N#Cc1nc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)n1,NaN,NaN,NaN,0.166,NaN,NaN,NaN,NaN,NaN,435.48898,DOI: 10.1021/acsami.8b02766
6218,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5cc6c(cc54)C4(c5ccccc5-c5ccccc54)c4ccccc4-6)cc3)n2)cc1,Cc1ccccc1,364,432,NaN,NaN,NaN,NaN,NaN,NaN,57,712.85408,DOI: 10.1021/acsami.8b20699
6219,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5cc6c(cc54)C(c4ccccc4)(c4ccccc4)c4ccccc4-6)cc3)n2)cc1,Cc1ccccc1,366,442,NaN,NaN,NaN,NaN,NaN,60.9,69,714.86996,DOI: 10.1021/acsami.8b20699
6220,CC1(C)c2ccccc2-c2cc3c4ccccc4n(-c4ccc(-c5nc(-c6ccccc6)nc(-c6ccccc6)n5)cc4)c3cc21,Cc1ccccc1,362,456,NaN,NaN,NaN,NaN,NaN,52.5,79,590.7282,DOI: 10.1021/acsami.8b20699
6221,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5c6c(ccc54)-c4ccccc4C6(c4ccccc4)c4ccccc4)cc3)n2)cc1,Cc1ccccc1,372,446,NaN,NaN,NaN,NaN,NaN,60.7,73,714.86996,DOI: 10.1021/acsami.8b20699
6222,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5cc6c(cc54)C4(c5ccccc5-c5ccccc54)c4ccccc4-6)cc3)n2)cc1,CCCCCC,NaN,396.2669683,NaN,NaN,NaN,NaN,NaN,NaN,38.7,712.85408,DOI: 10.1021/acsami.8b20699
